,date,cust,prod,promo_0,promo_1,demand
8813,2019-10-21,水戸市,C,0,0,0
8814,2019-10-21,宇都宮市,A,0,0,5
8815,2019-10-21,宇都宮市,B,0,0,21
8816,2019-10-21,宇都宮市,C,0,0,4
8817,2019-10-21,前橋市,A,0,0,11
8818,2019-10-21,前橋市,B,0,0,43
8819,2019-10-21,前橋市,C,0,0,9
8820,2019-10-22,札幌市,A,0,0,0
8821,2019-10-22,札幌市,B,0,0,1
8822,2019-10-22,札幌市,C,0,0,0
8823,2019-10-22,青森市,A,0,0,3
8824,2019-10-22,青森市,B,0,0,14
8825,2019-10-22,青森市,C,0,0,2
8826,2019-10-22,盛岡市,A,0,0,15
8827,2019-10-22,盛岡市,B,0,0,65
8828,2019-10-22,盛岡市,C,0,0,13
8829,2019-10-22,仙台市,A,0,0,16
8830,2019-10-22,仙台市,B,0,0,79
8831,2019-10-22,仙台市,C,0,0,14
8832,2019-10-22,秋田市,A,0,0,8
8833,2019-10-22,秋田市,B,0,0,43
8834,2019-10-22,秋田市,C,0,0,8
8835,2019-10-22,山形市,A,0,0,11
8836,2019-10-22,山形市,B,0,0,45
8837,2019-10-22,山形市,C,0,0,10
8838,2019-10-22,福島市,A,0,0,89
8839,2019-10-22,福島市,B,0,0,412
8840,2019-10-22,福島市,C,0,0,83
8841,2019-10-22,水戸市,A,0,0,11
8842,2019-10-22,水戸市,B,0,0,41
8843,2019-10-22,水戸市,C,0,0,8
8844,2019-10-22,宇都宮市,A,0,0,49
8845,2019-10-22,宇都宮市,B,0,0,224
8846,2019-10-22,宇都宮市,C,0,0,45
8847,2019-10-22,前橋市,A,0,0,92
8848,2019-10-22,前橋市,B,0,0,420
8849,2019-10-22,前橋市,C,0,0,87
8850,2019-10-23,札幌市,A,1,0,1
8851,2019-10-23,札幌市,B,1,0,4
8852,2019-10-23,札幌市,C,1,0,2
8853,2019-10-23,青森市,A,1,0,5
8854,2019-10-23,青森市,B,1,0,21
8855,2019-10-23,青森市,C,1,0,2
8856,2019-10-23,盛岡市,A,1,0,25
8857,2019-10-23,盛岡市,B,1,0,111
8858,2019-10-23,盛岡市,C,1,0,24
8859,2019-10-23,仙台市,A,1,0,24
8860,2019-10-23,仙台市,B,1,0,110
8861,2019-10-23,仙台市,C,1,0,23
8862,2019-10-23,秋田市,A,1,0,14
8863,2019-10-23,秋田市,B,1,0,75
8864,2019-10-23,秋田市,C,1,0,14
8865,2019-10-23,山形市,A,1,0,16
8866,2019-10-23,山形市,B,1,0,72
8867,2019-10-23,山形市,C,1,0,16
8868,2019-10-23,福島市,A,1,0,144
8869,2019-10-23,福島市,B,1,0,671
8870,2019-10-23,福島市,C,1,0,136
8871,2019-10-23,水戸市,A,1,0,16
8872,2019-10-23,水戸市,B,1,0,68
8873,2019-10-23,水戸市,C,1,0,14
8874,2019-10-23,宇都宮市,A,1,0,64
8875,2019-10-23,宇都宮市,B,1,0,288
8876,2019-10-23,宇都宮市,C,1,0,58
8877,2019-10-23,前橋市,A,1,0,112
8878,2019-10-23,前橋市,B,1,0,514
8879,2019-10-23,前橋市,C,1,0,103
8880,2019-10-24,札幌市,A,0,0,0
8881,2019-10-24,札幌市,B,0,0,4
8882,2019-10-24,札幌市,C,0,0,0
8883,2019-10-24,青森市,A,0,0,4
8884,2019-10-24,青森市,B,0,0,20
8885,2019-10-24,青森市,C,0,0,4
8886,2019-10-24,盛岡市,A,0,0,18
8887,2019-10-24,盛岡市,B,0,0,84
8888,2019-10-24,盛岡市,C,0,0,17
8889,2019-10-24,仙台市,A,0,0,22
8890,2019-10-24,仙台市,B,0,0,101
8891,2019-10-24,仙台市,C,0,0,21
8892,2019-10-24,秋田市,A,0,0,11
8893,2019-10-24,秋田市,B,0,0,56
8894,2019-10-24,秋田市,C,0,0,10
8895,2019-10-24,山形市,A,0,0,11
8896,2019-10-24,山形市,B,0,0,59
8897,2019-10-24,山形市,C,0,0,10
8898,2019-10-24,福島市,A,0,0,117
8899,2019-10-24,福島市,B,0,0,534
8900,2019-10-24,福島市,C,0,0,108
8901,2019-10-24,水戸市,A,0,0,11
8902,2019-10-24,水戸市,B,0,0,56
8903,2019-10-24,水戸市,C,0,0,12
8904,2019-10-24,宇都宮市,A,0,0,63
8905,2019-10-24,宇都宮市,B,0,0,295
8906,2019-10-24,宇都宮市,C,0,0,58
8907,2019-10-24,前橋市,A,0,0,120
8908,2019-10-24,前橋市,B,0,0,547
8909,2019-10-24,前橋市,C,0,0,111
8910,2019-10-25,札幌市,A,0,0,0
8911,2019-10-25,札幌市,B,0,0,3
8912,2019-10-25,札幌市,C,0,0,0
8913,2019-10-25,青森市,A,0,0,2
8914,2019-10-25,青森市,B,0,0,15
8915,2019-10-25,青森市,C,0,0,2
8916,2019-10-25,盛岡市,A,0,0,12
8917,2019-10-25,盛岡市,B,0,0,59
8918,2019-10-25,盛岡市,C,0,0,9
8919,2019-10-25,仙台市,A,0,0,15
8920,2019-10-25,仙台市,B,0,0,70
8921,2019-10-25,仙台市,C,0,0,15
8922,2019-10-25,秋田市,A,0,0,8
8923,2019-10-25,秋田市,B,0,0,40
8924,2019-10-25,秋田市,C,0,0,7
8925,2019-10-25,山形市,A,0,0,8
8926,2019-10-25,山形市,B,0,0,39
8927,2019-10-25,山形市,C,0,0,9
8928,2019-10-25,福島市,A,0,0,81
8929,2019-10-25,福島市,B,0,0,371
8930,2019-10-25,福島市,C,0,0,73
8931,2019-10-25,水戸市,A,0,0,9
8932,2019-10-25,水戸市,B,0,0,40
8933,2019-10-25,水戸市,C,0,0,6
8934,2019-10-25,宇都宮市,A,0,0,45
8935,2019-10-25,宇都宮市,B,0,0,203
8936,2019-10-25,宇都宮市,C,0,0,41
8937,2019-10-25,前橋市,A,0,0,83
8938,2019-10-25,前橋市,B,0,0,380
8939,2019-10-25,前橋市,C,0,0,77
8940,2019-10-26,札幌市,A,0,0,0
8941,2019-10-26,札幌市,B,0,0,2
8942,2019-10-26,札幌市,C,0,0,0
8943,2019-10-26,青森市,A,0,0,6
8944,2019-10-26,青森市,B,0,0,23
8945,2019-10-26,青森市,C,0,0,1
8946,2019-10-26,盛岡市,A,0,0,20
8947,2019-10-26,盛岡市,B,0,0,98
8948,2019-10-26,盛岡市,C,0,0,20
8949,2019-10-26,仙台市,A,0,0,27
8950,2019-10-26,仙台市,B,0,0,116
8951,2019-10-26,仙台市,C,0,0,24
8952,2019-10-26,秋田市,A,0,0,12
8953,2019-10-26,秋田市,B,0,0,63
8954,2019-10-26,秋田市,C,0,0,13
8955,2019-10-26,山形市,A,0,0,14
8956,2019-10-26,山形市,B,0,0,67
8957,2019-10-26,山形市,C,0,0,14
8958,2019-10-26,福島市,A,0,0,135
8959,2019-10-26,福島市,B,0,0,618
8960,2019-10-26,福島市,C,0,0,124
8961,2019-10-26,水戸市,A,0,0,12
8962,2019-10-26,水戸市,B,0,0,63
8963,2019-10-26,水戸市,C,0,0,13
8964,2019-10-26,宇都宮市,A,0,0,73
8965,2019-10-26,宇都宮市,B,0,0,338
8966,2019-10-26,宇都宮市,C,0,0,69
8967,2019-10-26,前橋市,A,0,0,137
8968,2019-10-26,前橋市,B,0,0,632
8969,2019-10-26,前橋市,C,0,0,129
8970,2019-10-27,札幌市,A,0,0,0
8971,2019-10-27,札幌市,B,0,0,0
8972,2019-10-27,札幌市,C,0,0,0
8973,2019-10-27,青森市,A,0,0,0
8974,2019-10-27,青森市,B,0,0,5
8975,2019-10-27,青森市,C,0,0,0
8976,2019-10-27,盛岡市,A,0,0,3
8977,2019-10-27,盛岡市,B,0,0,14
8978,2019-10-27,盛岡市,C,0,0,1
8979,2019-10-27,仙台市,A,0,0,3
8980,2019-10-27,仙台市,B,0,0,16
8981,2019-10-27,仙台市,C,0,0,4
8982,2019-10-27,秋田市,A,0,0,0
8983,2019-10-27,秋田市,B,0,0,8
8984,2019-10-27,秋田市,C,0,0,3
8985,2019-10-27,山形市,A,0,0,3
8986,2019-10-27,山形市,B,0,0,7
8987,2019-10-27,山形市,C,0,0,1
8988,2019-10-27,福島市,A,0,0,17
8989,2019-10-27,福島市,B,0,0,82
8990,2019-10-27,福島市,C,0,0,18
8991,2019-10-27,水戸市,A,0,0,0
8992,2019-10-27,水戸市,B,0,0,9
8993,2019-10-27,水戸市,C,0,0,0
8994,2019-10-27,宇都宮市,A,0,0,9
8995,2019-10-27,宇都宮市,B,0,0,43
8996,2019-10-27,宇都宮市,C,0,0,9
8997,2019-10-27,前橋市,A,0,0,17
8998,2019-10-27,前橋市,B,0,0,84
8999,2019-10-27,前橋市,C,0,0,18
9000,2019-10-28,札幌市,A,0,0,0
9001,2019-10-28,札幌市,B,0,0,0
9002,2019-10-28,札幌市,C,0,0,2
9003,2019-10-28,青森市,A,0,0,0
9004,2019-10-28,青森市,B,0,0,1
9005,2019-10-28,青森市,C,0,0,0
9006,2019-10-28,盛岡市,A,0,0,0
9007,2019-10-28,盛岡市,B,0,0,6
9008,2019-10-28,盛岡市,C,0,0,1
9009,2019-10-28,仙台市,A,0,0,0
9010,2019-10-28,仙台市,B,0,0,10
9011,2019-10-28,仙台市,C,0,0,2
9012,2019-10-28,秋田市,A,0,0,0
9013,2019-10-28,秋田市,B,0,0,5
9014,2019-10-28,秋田市,C,0,0,1
9015,2019-10-28,山形市,A,0,0,0
9016,2019-10-28,山形市,B,0,0,5
9017,2019-10-28,山形市,C,0,0,0
9018,2019-10-28,福島市,A,0,0,8
9019,2019-10-28,福島市,B,0,0,40
9020,2019-10-28,福島市,C,0,0,7
9021,2019-10-28,水戸市,A,0,0,0
9022,2019-10-28,水戸市,B,0,0,4
9023,2019-10-28,水戸市,C,0,0,1
9024,2019-10-28,宇都宮市,A,0,0,6
9025,2019-10-28,宇都宮市,B,0,0,23
9026,2019-10-28,宇都宮市,C,0,0,5
9027,2019-10-28,前橋市,A,0,0,7
9028,2019-10-28,前橋市,B,0,0,41
9029,2019-10-28,前橋市,C,0,0,9
9030,2019-10-29,札幌市,A,0,0,0
9031,2019-10-29,札幌市,B,0,0,3
9032,2019-10-29,札幌市,C,0,0,1
9033,2019-10-29,青森市,A,0,0,0
9034,2019-10-29,青森市,B,0,0,15
9035,2019-10-29,青森市,C,0,0,2
9036,2019-10-29,盛岡市,A,0,0,11
9037,2019-10-29,盛岡市,B,0,0,64
9038,2019-10-29,盛岡市,C,0,0,15
9039,2019-10-29,仙台市,A,0,0,17
9040,2019-10-29,仙台市,B,0,0,77
9041,2019-10-29,仙台市,C,0,0,14
9042,2019-10-29,秋田市,A,0,0,8
9043,2019-10-29,秋田市,B,0,0,40
9044,2019-10-29,秋田市,C,0,0,9
9045,2019-10-29,山形市,A,0,0,10
9046,2019-10-29,山形市,B,0,0,46
9047,2019-10-29,山形市,C,0,0,10
9048,2019-10-29,福島市,A,0,0,89
9049,2019-10-29,福島市,B,0,0,411
9050,2019-10-29,福島市,C,0,0,84
9051,2019-10-29,水戸市,A,0,0,11
9052,2019-10-29,水戸市,B,0,0,41
9053,2019-10-29,水戸市,C,0,0,9
9054,2019-10-29,宇都宮市,A,0,0,48
9055,2019-10-29,宇都宮市,B,0,0,226
9056,2019-10-29,宇都宮市,C,0,0,45
9057,2019-10-29,前橋市,A,0,0,91
9058,2019-10-29,前橋市,B,0,0,420
9059,2019-10-29,前橋市,C,0,0,85
9060,2019-10-30,札幌市,A,1,1,2
9061,2019-10-30,札幌市,B,1,1,4
9062,2019-10-30,札幌市,C,1,1,0
9063,2019-10-30,青森市,A,1,1,1
9064,2019-10-30,青森市,B,1,1,19
9065,2019-10-30,青森市,C,1,1,3
9066,2019-10-30,盛岡市,A,1,1,24
9067,2019-10-30,盛岡市,B,1,1,113
9068,2019-10-30,盛岡市,C,1,1,23
9069,2019-10-30,仙台市,A,1,1,24
9070,2019-10-30,仙台市,B,1,1,111
9071,2019-10-30,仙台市,C,1,1,23
9072,2019-10-30,秋田市,A,1,1,15
9073,2019-10-30,秋田市,B,1,1,75
9074,2019-10-30,秋田市,C,1,1,14
9075,2019-10-30,山形市,A,1,1,15
9076,2019-10-30,山形市,B,1,1,73
9077,2019-10-30,山形市,C,1,1,14
9078,2019-10-30,福島市,A,1,1,145
9079,2019-10-30,福島市,B,1,1,671
9080,2019-10-30,福島市,C,1,1,135
9081,2019-10-30,水戸市,A,1,1,14
9082,2019-10-30,水戸市,B,1,1,71
9083,2019-10-30,水戸市,C,1,1,13
9084,2019-10-30,宇都宮市,A,1,1,61
9085,2019-10-30,宇都宮市,B,1,1,288
9086,2019-10-30,宇都宮市,C,1,1,59
9087,2019-10-30,前橋市,A,1,1,113
9088,2019-10-30,前橋市,B,1,1,513
9089,2019-10-30,前橋市,C,1,1,105
9090,2019-10-31,札幌市,A,0,0,0
9091,2019-10-31,札幌市,B,0,0,3
9092,2019-10-31,札幌市,C,0,0,1
9093,2019-10-31,青森市,A,0,0,6
9094,2019-10-31,青森市,B,0,0,19
9095,2019-10-31,青森市,C,0,0,4
9096,2019-10-31,盛岡市,A,0,0,19
9097,2019-10-31,盛岡市,B,0,0,85
9098,2019-10-31,盛岡市,C,0,0,17
9099,2019-10-31,仙台市,A,0,0,22
9100,2019-10-31,仙台市,B,0,0,101
9101,2019-10-31,仙台市,C,0,0,20
9102,2019-10-31,秋田市,A,0,0,12
9103,2019-10-31,秋田市,B,0,0,56
9104,2019-10-31,秋田市,C,0,0,11
9105,2019-10-31,山形市,A,0,0,12
9106,2019-10-31,山形市,B,0,0,57
9107,2019-10-31,山形市,C,0,0,11
9108,2019-10-31,福島市,A,0,0,115
9109,2019-10-31,福島市,B,0,0,536
9110,2019-10-31,福島市,C,0,0,108
9111,2019-10-31,水戸市,A,0,0,12
9112,2019-10-31,水戸市,B,0,0,57
9113,2019-10-31,水戸市,C,0,0,11
9114,2019-10-31,宇都宮市,A,0,0,62
9115,2019-10-31,宇都宮市,B,0,0,293
9116,2019-10-31,宇都宮市,C,0,0,61
9117,2019-10-31,前橋市,A,0,0,119
9118,2019-10-31,前橋市,B,0,0,545
9119,2019-10-31,前橋市,C,0,0,110
9120,2019-11-01,札幌市,A,0,0,0
9121,2019-11-01,札幌市,B,0,0,2
9122,2019-11-01,札幌市,C,0,0,0
9123,2019-11-01,青森市,A,0,0,2
9124,2019-11-01,青森市,B,0,0,8
9125,2019-11-01,青森市,C,0,0,2
9126,2019-11-01,盛岡市,A,0,0,7
9127,2019-11-01,盛岡市,B,0,0,37
9128,2019-11-01,盛岡市,C,0,0,6
9129,2019-11-01,仙台市,A,0,0,10
9130,2019-11-01,仙台市,B,0,0,41
9131,2019-11-01,仙台市,C,0,0,8
9132,2019-11-01,秋田市,A,0,0,4
9133,2019-11-01,秋田市,B,0,0,22
9134,2019-11-01,秋田市,C,0,0,4
9135,2019-11-01,山形市,A,0,0,5
9136,2019-11-01,山形市,B,0,0,24
9137,2019-11-01,山形市,C,0,0,4
9138,2019-11-01,福島市,A,0,0,49
9139,2019-11-01,福島市,B,0,0,223
9140,2019-11-01,福島市,C,0,0,44
9141,2019-11-01,水戸市,A,0,0,5
9142,2019-11-01,水戸市,B,0,0,22
9143,2019-11-01,水戸市,C,0,0,4
9144,2019-11-01,宇都宮市,A,0,0,26
9145,2019-11-01,宇都宮市,B,0,0,123
9146,2019-11-01,宇都宮市,C,0,0,25
9147,2019-11-01,前橋市,A,0,0,52
9148,2019-11-01,前橋市,B,0,0,229
9149,2019-11-01,前橋市,C,0,0,46
9150,2019-11-02,札幌市,A,0,0,0
9151,2019-11-02,札幌市,B,0,0,3
9152,2019-11-02,札幌市,C,0,0,0
9153,2019-11-02,青森市,A,0,0,2
9154,2019-11-02,青森市,B,0,0,15
9155,2019-11-02,青森市,C,0,0,3
9156,2019-11-02,盛岡市,A,0,0,12
9157,2019-11-02,盛岡市,B,0,0,60
9158,2019-11-02,盛岡市,C,0,0,12
9159,2019-11-02,仙台市,A,0,0,15
9160,2019-11-02,仙台市,B,0,0,67
9161,2019-11-02,仙台市,C,0,0,14
9162,2019-11-02,秋田市,A,0,0,7
9163,2019-11-02,秋田市,B,0,0,37
9164,2019-11-02,秋田市,C,0,0,7
9165,2019-11-02,山形市,A,0,0,10
9166,2019-11-02,山形市,B,0,0,38
9167,2019-11-02,山形市,C,0,0,9
9168,2019-11-02,福島市,A,0,0,79
9169,2019-11-02,福島市,B,0,0,373
9170,2019-11-02,福島市,C,0,0,77
9171,2019-11-02,水戸市,A,0,0,7
9172,2019-11-02,水戸市,B,0,0,39
9173,2019-11-02,水戸市,C,0,0,8
9174,2019-11-02,宇都宮市,A,0,0,44
9175,2019-11-02,宇都宮市,B,0,0,204
9176,2019-11-02,宇都宮市,C,0,0,40
9177,2019-11-02,前橋市,A,0,0,82
9178,2019-11-02,前橋市,B,0,0,381
9179,2019-11-02,前橋市,C,0,0,76
9180,2019-11-03,札幌市,A,0,0,0
9181,2019-11-03,札幌市,B,0,0,0
9182,2019-11-03,札幌市,C,0,0,0
9183,2019-11-03,青森市,A,0,0,3
9184,2019-11-03,青森市,B,0,0,3
9185,2019-11-03,青森市,C,0,0,1
9186,2019-11-03,盛岡市,A,0,0,2
9187,2019-11-03,盛岡市,B,0,0,9
9188,2019-11-03,盛岡市,C,0,0,1
9189,2019-11-03,仙台市,A,0,0,1
9190,2019-11-03,仙台市,B,0,0,9
9191,2019-11-03,仙台市,C,0,0,1
9192,2019-11-03,秋田市,A,0,0,0
9193,2019-11-03,秋田市,B,0,0,4
9194,2019-11-03,秋田市,C,0,0,1
9195,2019-11-03,山形市,A,0,0,1
9196,2019-11-03,山形市,B,0,0,3
9197,2019-11-03,山形市,C,0,0,2
9198,2019-11-03,福島市,A,0,0,9
9199,2019-11-03,福島市,B,0,0,50
9200,2019-11-03,福島市,C,0,0,8
9201,2019-11-03,水戸市,A,0,0,0
9202,2019-11-03,水戸市,B,0,0,5
9203,2019-11-03,水戸市,C,0,0,1
9204,2019-11-03,宇都宮市,A,0,0,4
9205,2019-11-03,宇都宮市,B,0,0,26
9206,2019-11-03,宇都宮市,C,0,0,4
9207,2019-11-03,前橋市,A,0,0,9
9208,2019-11-03,前橋市,B,0,0,51
9209,2019-11-03,前橋市,C,0,0,12
9210,2019-11-04,札幌市,A,0,0,1
9211,2019-11-04,札幌市,B,0,0,0
9212,2019-11-04,札幌市,C,0,0,0
9213,2019-11-04,青森市,A,0,0,0
9214,2019-11-04,青森市,B,0,0,1
9215,2019-11-04,青森市,C,0,0,1
9216,2019-11-04,盛岡市,A,0,0,1
9217,2019-11-04,盛岡市,B,0,0,4
9218,2019-11-04,盛岡市,C,0,0,1
9219,2019-11-04,仙台市,A,0,0,0
9220,2019-11-04,仙台市,B,0,0,5
9221,2019-11-04,仙台市,C,0,0,1
9222,2019-11-04,秋田市,A,0,0,2
9223,2019-11-04,秋田市,B,0,0,3
9224,2019-11-04,秋田市,C,0,0,1
9225,2019-11-04,山形市,A,0,0,0
9226,2019-11-04,山形市,B,0,0,3
9227,2019-11-04,山形市,C,0,0,0
9228,2019-11-04,福島市,A,0,0,4
9229,2019-11-04,福島市,B,0,0,25
9230,2019-11-04,福島市,C,0,0,5
9231,2019-11-04,水戸市,A,0,0,1
9232,2019-11-04,水戸市,B,0,0,3
9233,2019-11-04,水戸市,C,0,0,0
9234,2019-11-04,宇都宮市,A,0,0,3
9235,2019-11-04,宇都宮市,B,0,0,15
9236,2019-11-04,宇都宮市,C,0,0,5
9237,2019-11-04,前橋市,A,0,0,4
9238,2019-11-04,前橋市,B,0,0,25
9239,2019-11-04,前橋市,C,0,0,3
9240,2019-11-05,札幌市,A,0,0,0
9241,2019-11-05,札幌市,B,0,0,1
9242,2019-11-05,札幌市,C,0,0,0
9243,2019-11-05,青森市,A,0,0,1
9244,2019-11-05,青森市,B,0,0,8
9245,2019-11-05,青森市,C,0,0,2
9246,2019-11-05,盛岡市,A,0,0,8
9247,2019-11-05,盛岡市,B,0,0,40
9248,2019-11-05,盛岡市,C,0,0,7
9249,2019-11-05,仙台市,A,0,0,11
9250,2019-11-05,仙台市,B,0,0,46
9251,2019-11-05,仙台市,C,0,0,10
9252,2019-11-05,秋田市,A,0,0,6
9253,2019-11-05,秋田市,B,0,0,25
9254,2019-11-05,秋田市,C,0,0,5
9255,2019-11-05,山形市,A,0,0,6
9256,2019-11-05,山形市,B,0,0,26
9257,2019-11-05,山形市,C,0,0,4
9258,2019-11-05,福島市,A,0,0,54
9259,2019-11-05,福島市,B,0,0,249
9260,2019-11-05,福島市,C,0,0,50
9261,2019-11-05,水戸市,A,0,0,6
9262,2019-11-05,水戸市,B,0,0,26
9263,2019-11-05,水戸市,C,0,0,5
9264,2019-11-05,宇都宮市,A,0,0,31
9265,2019-11-05,宇都宮市,B,0,0,135
9266,2019-11-05,宇都宮市,C,0,0,26
9267,2019-11-05,前橋市,A,0,0,54
9268,2019-11-05,前橋市,B,0,0,255
9269,2019-11-05,前橋市,C,0,0,52
9270,2019-11-06,札幌市,A,1,0,0
9271,2019-11-06,札幌市,B,1,0,1
9272,2019-11-06,札幌市,C,1,0,0
9273,2019-11-06,青森市,A,1,0,3
9274,2019-11-06,青森市,B,1,0,11
9275,2019-11-06,青森市,C,1,0,3
9276,2019-11-06,盛岡市,A,1,0,15
9277,2019-11-06,盛岡市,B,1,0,66
9278,2019-11-06,盛岡市,C,1,0,13
9279,2019-11-06,仙台市,A,1,0,14
9280,2019-11-06,仙台市,B,1,0,67
9281,2019-11-06,仙台市,C,1,0,14
9282,2019-11-06,秋田市,A,1,0,10
9283,2019-11-06,秋田市,B,1,0,45
9284,2019-11-06,秋田市,C,1,0,7
9285,2019-11-06,山形市,A,1,0,10
9286,2019-11-06,山形市,B,1,0,44
9287,2019-11-06,山形市,C,1,0,7
9288,2019-11-06,福島市,A,1,0,88
9289,2019-11-06,福島市,B,1,0,406
9290,2019-11-06,福島市,C,1,0,80
9291,2019-11-06,水戸市,A,1,0,7
9292,2019-11-06,水戸市,B,1,0,42
9293,2019-11-06,水戸市,C,1,0,9
9294,2019-11-06,宇都宮市,A,1,0,39
9295,2019-11-06,宇都宮市,B,1,0,174
9296,2019-11-06,宇都宮市,C,1,0,34
9297,2019-11-06,前橋市,A,1,0,67
9298,2019-11-06,前橋市,B,1,0,310
9299,2019-11-06,前橋市,C,1,0,65
9300,2019-11-07,札幌市,A,0,0,0
9301,2019-11-07,札幌市,B,0,0,0
9302,2019-11-07,札幌市,C,0,0,1
9303,2019-11-07,青森市,A,0,0,3
9304,2019-11-07,青森市,B,0,0,11
9305,2019-11-07,青森市,C,0,0,2
9306,2019-11-07,盛岡市,A,0,0,11
9307,2019-11-07,盛岡市,B,0,0,53
9308,2019-11-07,盛岡市,C,0,0,10
9309,2019-11-07,仙台市,A,0,0,14
9310,2019-11-07,仙台市,B,0,0,59
9311,2019-11-07,仙台市,C,0,0,14
9312,2019-11-07,秋田市,A,0,0,7
9313,2019-11-07,秋田市,B,0,0,34
9314,2019-11-07,秋田市,C,0,0,7
9315,2019-11-07,山形市,A,0,0,6
9316,2019-11-07,山形市,B,0,0,36
9317,2019-11-07,山形市,C,0,0,7
9318,2019-11-07,福島市,A,0,0,70
9319,2019-11-07,福島市,B,0,0,322
9320,2019-11-07,福島市,C,0,0,65
9321,2019-11-07,水戸市,A,0,0,7
9322,2019-11-07,水戸市,B,0,0,31
9323,2019-11-07,水戸市,C,0,0,9
9324,2019-11-07,宇都宮市,A,0,0,38
9325,2019-11-07,宇都宮市,B,0,0,177
9326,2019-11-07,宇都宮市,C,0,0,37
9327,2019-11-07,前橋市,A,0,0,72
9328,2019-11-07,前橋市,B,0,0,330
9329,2019-11-07,前橋市,C,0,0,66
9330,2019-11-08,札幌市,A,0,0,0
9331,2019-11-08,札幌市,B,0,0,0
9332,2019-11-08,札幌市,C,0,0,0
9333,2019-11-08,青森市,A,0,0,2
9334,2019-11-08,青森市,B,0,0,8
9335,2019-11-08,青森市,C,0,0,2
9336,2019-11-08,盛岡市,A,0,0,7
9337,2019-11-08,盛岡市,B,0,0,36
9338,2019-11-08,盛岡市,C,0,0,5
9339,2019-11-08,仙台市,A,0,0,11
9340,2019-11-08,仙台市,B,0,0,41
9341,2019-11-08,仙台市,C,0,0,9
9342,2019-11-08,秋田市,A,0,0,6
9343,2019-11-08,秋田市,B,0,0,24
9344,2019-11-08,秋田市,C,0,0,4
9345,2019-11-08,山形市,A,0,0,5
9346,2019-11-08,山形市,B,0,0,25
9347,2019-11-08,山形市,C,0,0,3
9348,2019-11-08,福島市,A,0,0,49
9349,2019-11-08,福島市,B,0,0,225
9350,2019-11-08,福島市,C,0,0,45
9351,2019-11-08,水戸市,A,0,0,5
9352,2019-11-08,水戸市,B,0,0,22
9353,2019-11-08,水戸市,C,0,0,6
9354,2019-11-08,宇都宮市,A,0,0,26
9355,2019-11-08,宇都宮市,B,0,0,119
9356,2019-11-08,宇都宮市,C,0,0,23
9357,2019-11-08,前橋市,A,0,0,49
9358,2019-11-08,前橋市,B,0,0,229
9359,2019-11-08,前橋市,C,0,0,47
9360,2019-11-09,札幌市,A,0,0,0
9361,2019-11-09,札幌市,B,0,0,3
9362,2019-11-09,札幌市,C,0,0,0
9363,2019-11-09,青森市,A,0,0,2
9364,2019-11-09,青森市,B,0,0,14
9365,2019-11-09,青森市,C,0,0,1
9366,2019-11-09,盛岡市,A,0,0,13
9367,2019-11-09,盛岡市,B,0,0,60
9368,2019-11-09,盛岡市,C,0,0,11
9369,2019-11-09,仙台市,A,0,0,15
9370,2019-11-09,仙台市,B,0,0,71
9371,2019-11-09,仙台市,C,0,0,12
9372,2019-11-09,秋田市,A,0,0,6
9373,2019-11-09,秋田市,B,0,0,39
9374,2019-11-09,秋田市,C,0,0,6
9375,2019-11-09,山形市,A,0,0,8
9376,2019-11-09,山形市,B,0,0,41
9377,2019-11-09,山形市,C,0,0,8
9378,2019-11-09,福島市,A,0,0,83
9379,2019-11-09,福島市,B,0,0,374
9380,2019-11-09,福島市,C,0,0,75
9381,2019-11-09,水戸市,A,0,0,8
9382,2019-11-09,水戸市,B,0,0,38
9383,2019-11-09,水戸市,C,0,0,8
9384,2019-11-09,宇都宮市,A,0,0,44
9385,2019-11-09,宇都宮市,B,0,0,205
9386,2019-11-09,宇都宮市,C,0,0,40
9387,2019-11-09,前橋市,A,0,0,83
9388,2019-11-09,前橋市,B,0,0,381
9389,2019-11-09,前橋市,C,0,0,78
9390,2019-11-10,札幌市,A,0,1,0
9391,2019-11-10,札幌市,B,0,1,1
9392,2019-11-10,札幌市,C,0,1,0
9393,2019-11-10,青森市,A,0,1,2
9394,2019-11-10,青森市,B,0,1,3
9395,2019-11-10,青森市,C,0,1,0
9396,2019-11-10,盛岡市,A,0,1,1
9397,2019-11-10,盛岡市,B,0,1,8
9398,2019-11-10,盛岡市,C,0,1,0
9399,2019-11-10,仙台市,A,0,1,3
9400,2019-11-10,仙台市,B,0,1,10
9401,2019-11-10,仙台市,C,0,1,3
9402,2019-11-10,秋田市,A,0,1,1
9403,2019-11-10,秋田市,B,0,1,8
9404,2019-11-10,秋田市,C,0,1,2
9405,2019-11-10,山形市,A,0,1,1
9406,2019-11-10,山形市,B,0,1,4
9407,2019-11-10,山形市,C,0,1,0
9408,2019-11-10,福島市,A,0,1,16
9409,2019-11-10,福島市,B,0,1,57
9410,2019-11-10,福島市,C,0,1,10
9411,2019-11-10,水戸市,A,0,1,1
9412,2019-11-10,水戸市,B,0,1,7
9413,2019-11-10,水戸市,C,0,1,0
9414,2019-11-10,宇都宮市,A,0,1,9
9415,2019-11-10,宇都宮市,B,0,1,33
9416,2019-11-10,宇都宮市,C,0,1,5
9417,2019-11-10,前橋市,A,0,1,16
9418,2019-11-10,前橋市,B,0,1,60
9419,2019-11-10,前橋市,C,0,1,11
