index,date,cust,prod,demand,sales
2882,2019-01-07,福島市,C,1,1
2883,2019-01-07,福島市,D,1,1
2884,2019-01-07,福島市,E,15,15
2885,2019-01-07,福島市,F,1,1
2886,2019-01-07,福島市,G,3,3
2887,2019-01-07,福島市,H,5,5
2888,2019-01-07,福島市,I,0,0
2889,2019-01-07,福島市,J,9,9
2890,2019-01-07,水戸市,A,4,4
2891,2019-01-07,水戸市,B,5,5
2892,2019-01-07,水戸市,C,1,1
2893,2019-01-07,水戸市,D,0,0
2894,2019-01-07,水戸市,E,29,29
2895,2019-01-07,水戸市,F,2,2
2896,2019-01-07,水戸市,G,5,5
2897,2019-01-07,水戸市,H,14,14
2898,2019-01-07,水戸市,I,0,0
2899,2019-01-07,水戸市,J,19,19
2900,2019-01-07,宇都宮市,A,8,8
2901,2019-01-07,宇都宮市,B,8,8
2902,2019-01-07,宇都宮市,C,3,3
2903,2019-01-07,宇都宮市,D,0,0
2904,2019-01-07,宇都宮市,E,34,34
2905,2019-01-07,宇都宮市,F,3,3
2906,2019-01-07,宇都宮市,G,9,9
2907,2019-01-07,宇都宮市,H,19,19
2908,2019-01-07,宇都宮市,I,0,0
2909,2019-01-07,宇都宮市,J,24,24
2910,2019-01-07,前橋市,A,14,14
2911,2019-01-07,前橋市,B,13,13
2912,2019-01-07,前橋市,C,5,5
2913,2019-01-07,前橋市,D,0,0
2914,2019-01-07,前橋市,E,61,61
2915,2019-01-07,前橋市,F,9,9
2916,2019-01-07,前橋市,G,13,13
2917,2019-01-07,前橋市,H,30,30
2918,2019-01-07,前橋市,I,2,2
2919,2019-01-07,前橋市,J,40,40
2920,2019-01-07,さいたま市,A,10,10
2921,2019-01-07,さいたま市,B,7,7
2922,2019-01-07,さいたま市,C,4,4
2923,2019-01-07,さいたま市,D,0,0
2924,2019-01-07,さいたま市,E,39,39
2925,2019-01-07,さいたま市,F,5,5
2926,2019-01-07,さいたま市,G,6,6
2927,2019-01-07,さいたま市,H,18,18
2928,2019-01-07,さいたま市,I,1,1
2929,2019-01-07,さいたま市,J,26,26
2930,2019-01-07,千葉市,A,24,24
2931,2019-01-07,千葉市,B,22,22
2932,2019-01-07,千葉市,C,7,7
2933,2019-01-07,千葉市,D,1,1
2934,2019-01-07,千葉市,E,100,100
2935,2019-01-07,千葉市,F,14,14
2936,2019-01-07,千葉市,G,22,22
2937,2019-01-07,千葉市,H,49,49
2938,2019-01-07,千葉市,I,3,3
2939,2019-01-07,千葉市,J,68,68
2940,2019-01-07,新宿区,A,4,4
2941,2019-01-07,新宿区,B,3,3
2942,2019-01-07,新宿区,C,1,1
2943,2019-01-07,新宿区,D,0,0
2944,2019-01-07,新宿区,E,15,15
2945,2019-01-07,新宿区,F,2,2
2946,2019-01-07,新宿区,G,2,2
2947,2019-01-07,新宿区,H,8,8
2948,2019-01-07,新宿区,I,2,2
2949,2019-01-07,新宿区,J,9,9
2950,2019-01-07,横浜市,A,59,59
2951,2019-01-07,横浜市,B,56,56
2952,2019-01-07,横浜市,C,24,24
2953,2019-01-07,横浜市,D,4,4
2954,2019-01-07,横浜市,E,253,253
2955,2019-01-07,横浜市,F,40,40
2956,2019-01-07,横浜市,G,52,52
2957,2019-01-07,横浜市,H,127,127
2958,2019-01-07,横浜市,I,10,10
2959,2019-01-07,横浜市,J,171,171
2960,2019-01-07,新潟市,A,0,0
2961,2019-01-07,新潟市,B,1,1
2962,2019-01-07,新潟市,C,1,1
2963,2019-01-07,新潟市,D,0,0
2964,2019-01-07,新潟市,E,1,1
2965,2019-01-07,新潟市,F,0,0
2966,2019-01-07,新潟市,G,0,0
2967,2019-01-07,新潟市,H,2,2
2968,2019-01-07,新潟市,I,0,0
2969,2019-01-07,新潟市,J,3,3
2970,2019-01-07,富山市,A,22,22
2971,2019-01-07,富山市,B,22,22
2972,2019-01-07,富山市,C,7,7
2973,2019-01-07,富山市,D,0,0
2974,2019-01-07,富山市,E,95,95
2975,2019-01-07,富山市,F,13,13
2976,2019-01-07,富山市,G,20,20
2977,2019-01-07,富山市,H,49,49
2978,2019-01-07,富山市,I,1,1
2979,2019-01-07,富山市,J,65,65
2980,2019-01-07,金沢市,A,9,9
2981,2019-01-07,金沢市,B,9,9
2982,2019-01-07,金沢市,C,3,3
2983,2019-01-07,金沢市,D,1,1
2984,2019-01-07,金沢市,E,38,38
2985,2019-01-07,金沢市,F,6,6
2986,2019-01-07,金沢市,G,8,8
2987,2019-01-07,金沢市,H,19,19
2988,2019-01-07,金沢市,I,0,0
2989,2019-01-07,金沢市,J,28,28
2990,2019-01-07,福井市,A,16,16
2991,2019-01-07,福井市,B,14,14
2992,2019-01-07,福井市,C,6,6
2993,2019-01-07,福井市,D,2,2
2994,2019-01-07,福井市,E,65,65
2995,2019-01-07,福井市,F,10,10
2996,2019-01-07,福井市,G,13,13
2997,2019-01-07,福井市,H,33,33
2998,2019-01-07,福井市,I,1,1
2999,2019-01-07,福井市,J,43,43
3000,2019-01-07,甲府市,A,1,1
3001,2019-01-07,甲府市,B,0,0
3002,2019-01-07,甲府市,C,0,0
3003,2019-01-07,甲府市,D,0,0
3004,2019-01-07,甲府市,E,10,10
3005,2019-01-07,甲府市,F,2,2
3006,2019-01-07,甲府市,G,2,2
3007,2019-01-07,甲府市,H,4,4
3008,2019-01-07,甲府市,I,0,0
3009,2019-01-07,甲府市,J,5,5
3010,2019-01-07,長野市,A,3,3
3011,2019-01-07,長野市,B,3,3
3012,2019-01-07,長野市,C,3,3
3013,2019-01-07,長野市,D,0,0
3014,2019-01-07,長野市,E,14,14
3015,2019-01-07,長野市,F,2,2
3016,2019-01-07,長野市,G,5,5
3017,2019-01-07,長野市,H,7,7
3018,2019-01-07,長野市,I,0,0
3019,2019-01-07,長野市,J,8,8
3020,2019-01-07,岐阜市,A,38,38
3021,2019-01-07,岐阜市,B,39,39
3022,2019-01-07,岐阜市,C,15,15
3023,2019-01-07,岐阜市,D,2,2
3024,2019-01-07,岐阜市,E,163,163
3025,2019-01-07,岐阜市,F,24,24
3026,2019-01-07,岐阜市,G,33,33
3027,2019-01-07,岐阜市,H,82,82
3028,2019-01-07,岐阜市,I,7,7
3029,2019-01-07,岐阜市,J,111,111
3030,2019-01-07,静岡市,A,159,159
3031,2019-01-07,静岡市,B,156,156
3032,2019-01-07,静岡市,C,60,60
3033,2019-01-07,静岡市,D,7,7
3034,2019-01-07,静岡市,E,682,682
3035,2019-01-07,静岡市,F,105,105
3036,2019-01-07,静岡市,G,142,142
3037,2019-01-07,静岡市,H,347,347
3038,2019-01-07,静岡市,I,22,22
3039,2019-01-07,静岡市,J,466,466
3040,2019-01-07,名古屋市,A,7,7
3041,2019-01-07,名古屋市,B,6,6
3042,2019-01-07,名古屋市,C,2,2
3043,2019-01-07,名古屋市,D,0,0
3044,2019-01-07,名古屋市,E,24,24
3045,2019-01-07,名古屋市,F,4,4
3046,2019-01-07,名古屋市,G,5,5
3047,2019-01-07,名古屋市,H,13,13
3048,2019-01-07,名古屋市,I,0,0
3049,2019-01-07,名古屋市,J,16,16
3050,2019-01-07,津市,A,25,25
3051,2019-01-07,津市,B,25,25
3052,2019-01-07,津市,C,9,9
3053,2019-01-07,津市,D,0,0
3054,2019-01-07,津市,E,104,104
3055,2019-01-07,津市,F,15,15
3056,2019-01-07,津市,G,21,21
3057,2019-01-07,津市,H,52,52
3058,2019-01-07,津市,I,4,4
3059,2019-01-07,津市,J,71,71
3060,2019-01-07,大津市,A,59,59
3061,2019-01-07,大津市,B,56,56
3062,2019-01-07,大津市,C,23,23
3063,2019-01-07,大津市,D,2,2
3064,2019-01-07,大津市,E,248,248
3065,2019-01-07,大津市,F,39,39
3066,2019-01-07,大津市,G,53,53
3067,2019-01-07,大津市,H,126,126
3068,2019-01-07,大津市,I,8,8
3069,2019-01-07,大津市,J,170,170
3070,2019-01-07,京都市,A,66,66
3071,2019-01-07,京都市,B,66,66
3072,2019-01-07,京都市,C,25,25
3073,2019-01-07,京都市,D,3,3
3074,2019-01-07,京都市,E,285,285
3075,2019-01-07,京都市,F,43,43
3076,2019-01-07,京都市,G,58,58
3077,2019-01-07,京都市,H,144,144
3078,2019-01-07,京都市,I,10,10
3079,2019-01-07,京都市,J,194,194
3080,2019-01-07,大阪市,A,0,0
3081,2019-01-07,大阪市,B,1,1
3082,2019-01-07,大阪市,C,0,0
3083,2019-01-07,大阪市,D,2,2
3084,2019-01-07,大阪市,E,4,4
3085,2019-01-07,大阪市,F,0,0
3086,2019-01-07,大阪市,G,1,1
3087,2019-01-07,大阪市,H,3,3
3088,2019-01-07,大阪市,I,0,0
3089,2019-01-07,大阪市,J,2,2
3090,2019-01-07,神戸市,A,1,1
3091,2019-01-07,神戸市,B,1,1
3092,2019-01-07,神戸市,C,0,0
3093,2019-01-07,神戸市,D,0,0
3094,2019-01-07,神戸市,E,3,3
3095,2019-01-07,神戸市,F,0,0
3096,2019-01-07,神戸市,G,1,1
3097,2019-01-07,神戸市,H,3,3
3098,2019-01-07,神戸市,I,1,1
3099,2019-01-07,神戸市,J,1,1
3100,2019-01-07,奈良市,A,3,3
3101,2019-01-07,奈良市,B,2,2
3102,2019-01-07,奈良市,C,0,0
3103,2019-01-07,奈良市,D,0,0
3104,2019-01-07,奈良市,E,11,11
3105,2019-01-07,奈良市,F,2,2
3106,2019-01-07,奈良市,G,1,1
3107,2019-01-07,奈良市,H,5,5
3108,2019-01-07,奈良市,I,0,0
3109,2019-01-07,奈良市,J,8,8
3110,2019-01-07,和歌山市,A,59,59
3111,2019-01-07,和歌山市,B,58,58
3112,2019-01-07,和歌山市,C,20,20
3113,2019-01-07,和歌山市,D,3,3
3114,2019-01-07,和歌山市,E,252,252
3115,2019-01-07,和歌山市,F,39,39
3116,2019-01-07,和歌山市,G,53,53
3117,2019-01-07,和歌山市,H,129,129
3118,2019-01-07,和歌山市,I,9,9
3119,2019-01-07,和歌山市,J,174,174
3120,2019-01-07,鳥取市,A,1,1
3121,2019-01-07,鳥取市,B,0,0
3122,2019-01-07,鳥取市,C,0,0
3123,2019-01-07,鳥取市,D,0,0
3124,2019-01-07,鳥取市,E,6,6
3125,2019-01-07,鳥取市,F,0,0
3126,2019-01-07,鳥取市,G,1,1
3127,2019-01-07,鳥取市,H,3,3
3128,2019-01-07,鳥取市,I,0,0
3129,2019-01-07,鳥取市,J,6,6
3130,2019-01-07,松江市,A,8,8
3131,2019-01-07,松江市,B,7,7
3132,2019-01-07,松江市,C,2,2
3133,2019-01-07,松江市,D,1,1
3134,2019-01-07,松江市,E,42,42
3135,2019-01-07,松江市,F,4,4
3136,2019-01-07,松江市,G,7,7
3137,2019-01-07,松江市,H,21,21
3138,2019-01-07,松江市,I,0,0
3139,2019-01-07,松江市,J,26,26
3140,2019-01-07,岡山市,A,131,131
3141,2019-01-07,岡山市,B,128,128
3142,2019-01-07,岡山市,C,49,49
3143,2019-01-07,岡山市,D,5,5
3144,2019-01-07,岡山市,E,561,561
3145,2019-01-07,岡山市,F,85,85
3146,2019-01-07,岡山市,G,116,116
3147,2019-01-07,岡山市,H,288,288
3148,2019-01-07,岡山市,I,20,20
3149,2019-01-07,岡山市,J,383,383
3150,2019-01-07,広島市,A,15,15
3151,2019-01-07,広島市,B,13,13
3152,2019-01-07,広島市,C,4,4
3153,2019-01-07,広島市,D,0,0
3154,2019-01-07,広島市,E,58,58
3155,2019-01-07,広島市,F,8,8
3156,2019-01-07,広島市,G,12,12
3157,2019-01-07,広島市,H,30,30
3158,2019-01-07,広島市,I,0,0
3159,2019-01-07,広島市,J,38,38
3160,2019-01-07,山口市,A,23,23
3161,2019-01-07,山口市,B,22,22
3162,2019-01-07,山口市,C,8,8
3163,2019-01-07,山口市,D,1,1
3164,2019-01-07,山口市,E,103,103
3165,2019-01-07,山口市,F,16,16
3166,2019-01-07,山口市,G,21,21
3167,2019-01-07,山口市,H,52,52
3168,2019-01-07,山口市,I,3,3
3169,2019-01-07,山口市,J,70,70
3170,2019-01-07,徳島市,A,5,5
3171,2019-01-07,徳島市,B,5,5
3172,2019-01-07,徳島市,C,1,1
3173,2019-01-07,徳島市,D,0,0
3174,2019-01-07,徳島市,E,26,26
3175,2019-01-07,徳島市,F,5,5
3176,2019-01-07,徳島市,G,6,6
3177,2019-01-07,徳島市,H,13,13
3178,2019-01-07,徳島市,I,0,0
3179,2019-01-07,徳島市,J,16,16
3180,2019-01-07,高松市,A,22,22
3181,2019-01-07,高松市,B,22,22
3182,2019-01-07,高松市,C,9,9
3183,2019-01-07,高松市,D,2,2
3184,2019-01-07,高松市,E,101,101
3185,2019-01-07,高松市,F,15,15
3186,2019-01-07,高松市,G,19,19
3187,2019-01-07,高松市,H,52,52
3188,2019-01-07,高松市,I,5,5
3189,2019-01-07,高松市,J,68,68
3190,2019-01-07,松山市,A,47,47
3191,2019-01-07,松山市,B,45,45
3192,2019-01-07,松山市,C,16,16
3193,2019-01-07,松山市,D,2,2
3194,2019-01-07,松山市,E,194,194
3195,2019-01-07,松山市,F,30,30
3196,2019-01-07,松山市,G,38,38
3197,2019-01-07,松山市,H,99,99
3198,2019-01-07,松山市,I,7,7
3199,2019-01-07,松山市,J,131,131
3200,2019-01-07,高知市,A,0,0
3201,2019-01-07,高知市,B,1,1
3202,2019-01-07,高知市,C,0,0
3203,2019-01-07,高知市,D,0,0
3204,2019-01-07,高知市,E,0,0
3205,2019-01-07,高知市,F,0,0
3206,2019-01-07,高知市,G,0,0
3207,2019-01-07,高知市,H,0,0
3208,2019-01-07,高知市,I,0,0
3209,2019-01-07,高知市,J,0,0
3210,2019-01-07,福岡市,A,30,30
3211,2019-01-07,福岡市,B,28,28
3212,2019-01-07,福岡市,C,11,11
3213,2019-01-07,福岡市,D,3,3
3214,2019-01-07,福岡市,E,130,130
3215,2019-01-07,福岡市,F,20,20
3216,2019-01-07,福岡市,G,26,26
3217,2019-01-07,福岡市,H,66,66
3218,2019-01-07,福岡市,I,4,4
3219,2019-01-07,福岡市,J,89,89
3220,2019-01-07,佐賀市,A,316,316
3221,2019-01-07,佐賀市,B,308,308
3222,2019-01-07,佐賀市,C,118,118
3223,2019-01-07,佐賀市,D,16,16
3224,2019-01-07,佐賀市,E,1352,1352
3225,2019-01-07,佐賀市,F,209,209
3226,2019-01-07,佐賀市,G,278,278
3227,2019-01-07,佐賀市,H,686,686
3228,2019-01-07,佐賀市,I,45,45
3229,2019-01-07,佐賀市,J,920,920
3230,2019-01-07,長崎市,A,29,29
3231,2019-01-07,長崎市,B,31,31
3232,2019-01-07,長崎市,C,9,9
3233,2019-01-07,長崎市,D,2,2
3234,2019-01-07,長崎市,E,128,128
3235,2019-01-07,長崎市,F,19,19
3236,2019-01-07,長崎市,G,26,26
3237,2019-01-07,長崎市,H,67,67
3238,2019-01-07,長崎市,I,3,3
3239,2019-01-07,長崎市,J,88,88
3240,2019-01-07,熊本市,A,4,4
3241,2019-01-07,熊本市,B,4,4
3242,2019-01-07,熊本市,C,2,2
3243,2019-01-07,熊本市,D,0,0
3244,2019-01-07,熊本市,E,22,22
3245,2019-01-07,熊本市,F,2,2
3246,2019-01-07,熊本市,G,4,4
3247,2019-01-07,熊本市,H,11,11
3248,2019-01-07,熊本市,I,0,0
3249,2019-01-07,熊本市,J,15,15
3250,2019-01-07,大分市,A,35,35
3251,2019-01-07,大分市,B,34,34
3252,2019-01-07,大分市,C,14,14
3253,2019-01-07,大分市,D,0,0
3254,2019-01-07,大分市,E,155,155
3255,2019-01-07,大分市,F,23,23
3256,2019-01-07,大分市,G,30,30
3257,2019-01-07,大分市,H,79,79
3258,2019-01-07,大分市,I,4,4
3259,2019-01-07,大分市,J,105,105
3260,2019-01-07,宮崎市,A,0,0
3261,2019-01-07,宮崎市,B,1,1
3262,2019-01-07,宮崎市,C,0,0
3263,2019-01-07,宮崎市,D,0,0
3264,2019-01-07,宮崎市,E,6,6
3265,2019-01-07,宮崎市,F,0,0
3266,2019-01-07,宮崎市,G,2,2
3267,2019-01-07,宮崎市,H,2,2
3268,2019-01-07,宮崎市,I,0,0
3269,2019-01-07,宮崎市,J,4,4
3270,2019-01-07,鹿児島市,A,10,10
3271,2019-01-07,鹿児島市,B,9,9
3272,2019-01-07,鹿児島市,C,3,3
3273,2019-01-07,鹿児島市,D,0,0
3274,2019-01-07,鹿児島市,E,43,43
3275,2019-01-07,鹿児島市,F,8,8
3276,2019-01-07,鹿児島市,G,7,7
3277,2019-01-07,鹿児島市,H,23,23
3278,2019-01-07,鹿児島市,I,1,1
3279,2019-01-07,鹿児島市,J,29,29
3280,2019-01-07,那覇市,A,74,74
3281,2019-01-07,那覇市,B,73,73
3282,2019-01-07,那覇市,C,28,28
3283,2019-01-07,那覇市,D,1,1
3284,2019-01-07,那覇市,E,317,317
3285,2019-01-07,那覇市,F,51,51
3286,2019-01-07,那覇市,G,65,65
3287,2019-01-07,那覇市,H,162,162
3288,2019-01-07,那覇市,I,9,9
3289,2019-01-07,那覇市,J,217,217
3290,2019-01-08,札幌市,A,9,9
3291,2019-01-08,札幌市,B,8,8
3292,2019-01-08,札幌市,C,4,4
3293,2019-01-08,札幌市,D,0,0
3294,2019-01-08,札幌市,E,39,39
3295,2019-01-08,札幌市,F,6,6
3296,2019-01-08,札幌市,G,8,8
3297,2019-01-08,札幌市,H,19,19
3298,2019-01-08,札幌市,I,0,0
3299,2019-01-08,札幌市,J,27,27
3300,2019-01-08,青森市,A,28,28
3301,2019-01-08,青森市,B,27,27
3302,2019-01-08,青森市,C,9,9
3303,2019-01-08,青森市,D,0,0
3304,2019-01-08,青森市,E,115,115
3305,2019-01-08,青森市,F,17,17
3306,2019-01-08,青森市,G,24,24
3307,2019-01-08,青森市,H,60,60
3308,2019-01-08,青森市,I,3,3
3309,2019-01-08,青森市,J,78,78
3310,2019-01-08,盛岡市,A,0,0
3311,2019-01-08,盛岡市,B,1,1
3312,2019-01-08,盛岡市,C,0,0
3313,2019-01-08,盛岡市,D,0,0
3314,2019-01-08,盛岡市,E,0,0
3315,2019-01-08,盛岡市,F,0,0
3316,2019-01-08,盛岡市,G,0,0
3317,2019-01-08,盛岡市,H,0,0
3318,2019-01-08,盛岡市,I,0,0
3319,2019-01-08,盛岡市,J,1,1
3320,2019-01-08,仙台市,A,6,6
3321,2019-01-08,仙台市,B,5,5
3322,2019-01-08,仙台市,C,5,5
3323,2019-01-08,仙台市,D,0,0
3324,2019-01-08,仙台市,E,24,24
3325,2019-01-08,仙台市,F,2,2
3326,2019-01-08,仙台市,G,4,4
3327,2019-01-08,仙台市,H,12,12
3328,2019-01-08,仙台市,I,0,0
3329,2019-01-08,仙台市,J,16,16
3330,2019-01-08,秋田市,A,1,1
3331,2019-01-08,秋田市,B,1,1
3332,2019-01-08,秋田市,C,0,0
3333,2019-01-08,秋田市,D,0,0
3334,2019-01-08,秋田市,E,7,7
3335,2019-01-08,秋田市,F,0,0
3336,2019-01-08,秋田市,G,1,1
3337,2019-01-08,秋田市,H,4,4
3338,2019-01-08,秋田市,I,1,1
3339,2019-01-08,秋田市,J,5,5
3340,2019-01-08,山形市,A,0,0
3341,2019-01-08,山形市,B,2,2
3342,2019-01-08,山形市,C,0,0
3343,2019-01-08,山形市,D,0,0
3344,2019-01-08,山形市,E,4,4
3345,2019-01-08,山形市,F,0,0
3346,2019-01-08,山形市,G,3,3
3347,2019-01-08,山形市,H,3,3
3348,2019-01-08,山形市,I,2,2
3349,2019-01-08,山形市,J,4,4
3350,2019-01-08,福島市,A,1,1
3351,2019-01-08,福島市,B,3,3
3352,2019-01-08,福島市,C,0,0
3353,2019-01-08,福島市,D,0,0
3354,2019-01-08,福島市,E,13,13
3355,2019-01-08,福島市,F,2,2
3356,2019-01-08,福島市,G,1,1
3357,2019-01-08,福島市,H,6,6
3358,2019-01-08,福島市,I,0,0
3359,2019-01-08,福島市,J,10,10
3360,2019-01-08,水戸市,A,6,6
3361,2019-01-08,水戸市,B,8,8
3362,2019-01-08,水戸市,C,3,3
3363,2019-01-08,水戸市,D,0,0
3364,2019-01-08,水戸市,E,28,28
3365,2019-01-08,水戸市,F,4,4
3366,2019-01-08,水戸市,G,6,6
3367,2019-01-08,水戸市,H,13,13
3368,2019-01-08,水戸市,I,1,1
3369,2019-01-08,水戸市,J,20,20
3370,2019-01-08,宇都宮市,A,8,8
3371,2019-01-08,宇都宮市,B,7,7
3372,2019-01-08,宇都宮市,C,2,2
3373,2019-01-08,宇都宮市,D,1,1
3374,2019-01-08,宇都宮市,E,37,37
3375,2019-01-08,宇都宮市,F,5,5
3376,2019-01-08,宇都宮市,G,7,7
3377,2019-01-08,宇都宮市,H,18,18
3378,2019-01-08,宇都宮市,I,2,2
3379,2019-01-08,宇都宮市,J,25,25
3380,2019-01-08,前橋市,A,13,13
3381,2019-01-08,前橋市,B,11,11
3382,2019-01-08,前橋市,C,5,5
3383,2019-01-08,前橋市,D,0,0
3384,2019-01-08,前橋市,E,58,58
3385,2019-01-08,前橋市,F,9,9
3386,2019-01-08,前橋市,G,11,11
3387,2019-01-08,前橋市,H,30,30
3388,2019-01-08,前橋市,I,3,3
3389,2019-01-08,前橋市,J,40,40
3390,2019-01-08,さいたま市,A,6,6
3391,2019-01-08,さいたま市,B,9,9
3392,2019-01-08,さいたま市,C,3,3
3393,2019-01-08,さいたま市,D,0,0
3394,2019-01-08,さいたま市,E,37,37
3395,2019-01-08,さいたま市,F,4,4
3396,2019-01-08,さいたま市,G,7,7
3397,2019-01-08,さいたま市,H,19,19
3398,2019-01-08,さいたま市,I,1,1
3399,2019-01-08,さいたま市,J,26,26
3400,2019-01-08,千葉市,A,23,23
3401,2019-01-08,千葉市,B,22,22
3402,2019-01-08,千葉市,C,9,9
3403,2019-01-08,千葉市,D,0,0
3404,2019-01-08,千葉市,E,101,101
3405,2019-01-08,千葉市,F,16,16
3406,2019-01-08,千葉市,G,19,19
3407,2019-01-08,千葉市,H,51,51
3408,2019-01-08,千葉市,I,3,3
3409,2019-01-08,千葉市,J,68,68
3410,2019-01-08,新宿区,A,5,5
3411,2019-01-08,新宿区,B,2,2
3412,2019-01-08,新宿区,C,1,1
3413,2019-01-08,新宿区,D,0,0
3414,2019-01-08,新宿区,E,12,12
3415,2019-01-08,新宿区,F,3,3
3416,2019-01-08,新宿区,G,3,3
3417,2019-01-08,新宿区,H,7,7
3418,2019-01-08,新宿区,I,1,1
3419,2019-01-08,新宿区,J,12,12
3420,2019-01-08,横浜市,A,58,58
3421,2019-01-08,横浜市,B,59,59
3422,2019-01-08,横浜市,C,23,23
3423,2019-01-08,横浜市,D,2,2
3424,2019-01-08,横浜市,E,253,253
3425,2019-01-08,横浜市,F,37,37
3426,2019-01-08,横浜市,G,52,52
3427,2019-01-08,横浜市,H,128,128
3428,2019-01-08,横浜市,I,9,9
3429,2019-01-08,横浜市,J,172,172
3430,2019-01-08,新潟市,A,1,1
3431,2019-01-08,新潟市,B,1,1
3432,2019-01-08,新潟市,C,1,1
3433,2019-01-08,新潟市,D,0,0
3434,2019-01-08,新潟市,E,1,1
3435,2019-01-08,新潟市,F,0,0
3436,2019-01-08,新潟市,G,0,0
3437,2019-01-08,新潟市,H,0,0
3438,2019-01-08,新潟市,I,0,0
3439,2019-01-08,新潟市,J,0,0
3440,2019-01-08,富山市,A,23,23
3441,2019-01-08,富山市,B,22,22
3442,2019-01-08,富山市,C,8,8
3443,2019-01-08,富山市,D,0,0
3444,2019-01-08,富山市,E,96,96
3445,2019-01-08,富山市,F,16,16
3446,2019-01-08,富山市,G,20,20
3447,2019-01-08,富山市,H,48,48
3448,2019-01-08,富山市,I,3,3
3449,2019-01-08,富山市,J,64,64
3450,2019-01-08,金沢市,A,7,7
3451,2019-01-08,金沢市,B,9,9
3452,2019-01-08,金沢市,C,4,4
3453,2019-01-08,金沢市,D,0,0
3454,2019-01-08,金沢市,E,39,39
3455,2019-01-08,金沢市,F,6,6
3456,2019-01-08,金沢市,G,6,6
3457,2019-01-08,金沢市,H,21,21
3458,2019-01-08,金沢市,I,0,0
3459,2019-01-08,金沢市,J,26,26
3460,2019-01-08,福井市,A,15,15
3461,2019-01-08,福井市,B,12,12
3462,2019-01-08,福井市,C,5,5
3463,2019-01-08,福井市,D,1,1
3464,2019-01-08,福井市,E,63,63
3465,2019-01-08,福井市,F,7,7
3466,2019-01-08,福井市,G,13,13
3467,2019-01-08,福井市,H,33,33
3468,2019-01-08,福井市,I,0,0
3469,2019-01-08,福井市,J,45,45
3470,2019-01-08,甲府市,A,2,2
3471,2019-01-08,甲府市,B,2,2
3472,2019-01-08,甲府市,C,1,1
3473,2019-01-08,甲府市,D,1,1
3474,2019-01-08,甲府市,E,9,9
3475,2019-01-08,甲府市,F,1,1
3476,2019-01-08,甲府市,G,2,2
3477,2019-01-08,甲府市,H,3,3
3478,2019-01-08,甲府市,I,2,2
3479,2019-01-08,甲府市,J,4,4
3480,2019-01-08,長野市,A,3,3
3481,2019-01-08,長野市,B,2,2
3482,2019-01-08,長野市,C,1,1
3483,2019-01-08,長野市,D,0,0
3484,2019-01-08,長野市,E,15,15
3485,2019-01-08,長野市,F,2,2
3486,2019-01-08,長野市,G,2,2
3487,2019-01-08,長野市,H,9,9
3488,2019-01-08,長野市,I,0,0
3489,2019-01-08,長野市,J,9,9
3490,2019-01-08,岐阜市,A,38,38
3491,2019-01-08,岐阜市,B,38,38
3492,2019-01-08,岐阜市,C,14,14
3493,2019-01-08,岐阜市,D,3,3
3494,2019-01-08,岐阜市,E,162,162
3495,2019-01-08,岐阜市,F,25,25
3496,2019-01-08,岐阜市,G,34,34
3497,2019-01-08,岐阜市,H,83,83
3498,2019-01-08,岐阜市,I,5,5
3499,2019-01-08,岐阜市,J,110,110
3500,2019-01-08,静岡市,A,160,160
3501,2019-01-08,静岡市,B,155,155
3502,2019-01-08,静岡市,C,62,62
3503,2019-01-08,静岡市,D,7,7
3504,2019-01-08,静岡市,E,681,681
3505,2019-01-08,静岡市,F,107,107
3506,2019-01-08,静岡市,G,142,142
3507,2019-01-08,静岡市,H,347,347
3508,2019-01-08,静岡市,I,21,21
3509,2019-01-08,静岡市,J,465,465
3510,2019-01-08,名古屋市,A,6,6
3511,2019-01-08,名古屋市,B,6,6
3512,2019-01-08,名古屋市,C,3,3
3513,2019-01-08,名古屋市,D,1,1
3514,2019-01-08,名古屋市,E,26,26
3515,2019-01-08,名古屋市,F,3,3
3516,2019-01-08,名古屋市,G,6,6
3517,2019-01-08,名古屋市,H,14,14
3518,2019-01-08,名古屋市,I,1,1
3519,2019-01-08,名古屋市,J,17,17
3520,2019-01-08,津市,A,25,25
3521,2019-01-08,津市,B,23,23
3522,2019-01-08,津市,C,9,9
3523,2019-01-08,津市,D,1,1
3524,2019-01-08,津市,E,104,104
3525,2019-01-08,津市,F,17,17
3526,2019-01-08,津市,G,22,22
3527,2019-01-08,津市,H,53,53
3528,2019-01-08,津市,I,3,3
3529,2019-01-08,津市,J,68,68
3530,2019-01-08,大津市,A,58,58
3531,2019-01-08,大津市,B,57,57
3532,2019-01-08,大津市,C,21,21
3533,2019-01-08,大津市,D,3,3
3534,2019-01-08,大津市,E,249,249
3535,2019-01-08,大津市,F,39,39
3536,2019-01-08,大津市,G,48,48
3537,2019-01-08,大津市,H,127,127
3538,2019-01-08,大津市,I,9,9
3539,2019-01-08,大津市,J,170,170
3540,2019-01-08,京都市,A,67,67
3541,2019-01-08,京都市,B,64,64
3542,2019-01-08,京都市,C,25,25
3543,2019-01-08,京都市,D,2,2
3544,2019-01-08,京都市,E,285,285
3545,2019-01-08,京都市,F,44,44
3546,2019-01-08,京都市,G,58,58
3547,2019-01-08,京都市,H,144,144
3548,2019-01-08,京都市,I,9,9
3549,2019-01-08,京都市,J,192,192
3550,2019-01-08,大阪市,A,1,1
