,Cust,Prod,mean,std,S,cost
220,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ ｶｴ,15.071428571428571,30.610974274461526,182.00123612429005,500.22013111766614
221,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴ,1406.2045454545455,702.7576769676714,2669.787079117869,7500.222553224911
222,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ,47.300970873786405,91.31606767012273,397.64062697393354,3628.485999629798
223,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾁｴﾘ-,46.42857142857143,44.776694618432714,116.88521754898544,91.99550397643198
224,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ,41.81395348837209,99.14060266675412,419.32417011073863,4436.128778707428
225,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁAｶｴｿﾞｳﾘﾖｳ,46.42857142857143,103.20604340327165,348.8412541550807,1649.1665021913743
226,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ,35.1875,39.192735024790046,141.38795723534798,207.72906997642713
227,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ ｶｴ,335.55555555555554,199.36552956588298,655.5456126725959,492.90414049753196
228,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｱﾆ- ｶｴ,166.82608695652175,182.28272354874397,461.733580811949,457.53907137696655
229,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴﾄｸﾀﾞｲ,212.17777777777778,94.83413484243492,392.24221137890635,356.2151788473659
230,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ,77.0625,79.73584213687465,251.55849508139866,437.29240033110773
231,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPﾎﾝﾀｲｵﾀﾒｼ,146.77777777777777,370.11916249289834,789.4365292243929,1360.454102459362
232,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ ｶｴ,335.38,308.8881913370512,918.0316045950235,2960.913008207482
233,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ,59.3,114.62713006687562,401.24900905478927,2296.599569047891
234,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴｿﾞｳﾘﾖｳ,123.76923076923077,182.8793563373378,463.64554650361566,761.6998269768983
235,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMｶｴｿﾞｳﾘﾖｳ,96.69354838709677,178.66055264788707,556.7689602561104,4281.457090012497
236,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄ,41.0,61.363670033660796,160.42793333331804,201.63006631199653
237,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ ｶｴ,11.666666666666666,18.445375682212898,37.746314320095706,36.05783277846776
238,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴ,1176.4318181818182,661.9054733934787,2350.43086039217,5612.405981552267
239,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ﾌﾝﾜﾘｿﾌﾗﾝ,8.184466019417476,9.325011247236585,42.540901244024525,45.6323348983698
240,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ,56.03076923076923,92.0728260045359,338.51936547158675,1502.0604965785471
241,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Fｸﾞﾘ-ﾝ,31.784313725490197,52.628248584002954,168.97740166687288,277.198941076606
242,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ LXﾌﾞ-ｹｱﾛﾏ,9.541666666666666,17.65115876641251,34.30748974235844,36.70832284055357
243,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｸﾘｽﾃｲ-ﾇ,53.611111111111114,81.33672847301403,273.79252420269535,673.9613472007034
244,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴﾄｸﾀﾞｲ,322.95348837209303,119.79346382685813,543.6722481308535,389.4913712432134
245,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMﾎﾝﾀｲｵﾀﾒｼ,21.78125,42.66881793761749,193.26459959706887,498.60524939100475
246,ｾﾝﾀﾞｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ,104.55555555555556,80.2211811711641,227.0473155990879,201.74631965632187
247,ｺｶﾞ ｼﾞｺﾆﾓﾂ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ ｶｴ,0.625,1.7677669529663689,4.706893250172286,4.965422015187736
248,ｺｶﾞ ｼﾞｺﾆﾓﾂ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ ｶｴ,0.38461538461538464,1.3867504905630728,3.8972870273777875,4.231581702323747
249,ｺｶﾞ ｼﾞｺﾆﾓﾂ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ ｶｴ,0.047619047619047616,0.27989464772461226,1.5481785496979916,1.7247576723875053
250,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMｶｴﾄｸﾀﾞｲ,204.74,208.40559062578347,636.3794689769868,1835.1027671301138
251,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSﾎﾝﾀｲｵﾀﾒｼ,89.81481481481481,167.56413292917028,531.3858674812794,4011.8620168957273
252,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSｶｴｿﾞｳﾘﾖｳ,92.33333333333333,186.00768033298294,636.6039836605329,9668.342223442
253,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｼﾜｽﾂｷﾘｿﾌﾗﾝ,5.931372549019608,9.320752746469736,45.96820346958353,52.852102845612066
254,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ,105.22727272727273,116.55697551509398,375.0538045494002,1017.3424298569499
255,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｸﾘｽﾃｲ-ﾇ ｶｴ,372.77777777777777,195.4709412902309,702.0382864622155,593.6104023279477
256,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟｶｴｿﾞｳ,117.37878787878788,234.05592790885973,626.1111244839618,3145.7062480343266
257,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPｶｴﾄｸﾀﾞｲ,141.22222222222223,207.20565389616172,598.7387178175559,2631.419966065807
258,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞ ｶｴ,1257.9019607843138,909.6738372604098,2885.283370041767,12417.739187583917
259,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDｶｴﾄｸﾀﾞｲ,329.0,243.65363479743124,789.6692196379838,1449.1541646794064
260,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJｶｴﾄｸﾀﾞｲ,1015.6019417475728,583.8577307873163,2060.452997546644,4799.9198376798395
261,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞｶｴｿﾞｳ,146.0,182.6649391645808,628.4330385104471,5367.427396006937
262,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPｶｴｿﾞｳﾘﾖｳ,167.41666666666666,152.30200758739696,520.8530347414275,1365.5456283739065
263,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ LXﾌﾞ-ｹｱﾛﾏ ｶｴ,28.458333333333332,32.21258080810726,106.81208055559917,88.92218711604872
264,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ ｶｴ,1668.1785714285713,1231.4303746182595,3811.7852117709213,12399.666530099847
265,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Fｸﾞﾘ-ﾝ ｶｴ,1124.235294117647,944.8674740562359,2798.9027707548794,9456.20138333091
266,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴｿﾞｳ,243.48717948717947,334.29618696716045,968.3841546496606,8269.45718337473
267,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾁｴﾘ-ｶｴ,117.9090909090909,154.30259527658927,415.06877311546305,612.3691808901978
268,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｶｴﾄｸﾀﾞｲ,525.8333333333334,400.1385075236473,1282.578715191796,3461.508005669864
269,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙPS Fｸﾞﾘ-ﾝﾄｸﾀﾞｲ,233.64,288.12736412771295,801.5337285885045,2347.922472939175
270,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,1742.8444444444444,706.3875756769135,3041.0756220891285,8451.839422994568
271,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ﾌﾝﾜﾘｿﾌﾗﾝｶｴ,279.80582524271847,211.1730104864036,667.4574703230619,1018.6641729592229
272,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ ｶｴ,803.5538461538462,452.0207417381844,1640.9188811329625,5158.163175694922
273,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSｶｴﾄｸﾀﾞｲ,357.94174757281553,281.06589225495316,890.2133809045993,1789.0906460911633
274,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴﾄｸﾀﾞｲ,404.69767441860466,244.61004290441755,862.040856322005,1222.8195727365817
275,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJﾎﾝﾀｲｵﾀﾒｼ,169.7037037037037,287.83371966241714,855.039396702247,11399.647723307902
276,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄｶｴ,59.46666666666667,103.94013844974604,297.3867395531921,676.8717253837193
277,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,1734.5,1352.9311171834054,4085.2376433526188,15675.95709442608
278,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ ｶｴ,973.9611650485436,560.7856520067793,1998.8750353041737,7266.715378266411
279,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙｱﾛﾏｿ-ﾌﾟｶｴﾄｸﾀﾞｲ,352.1860465116279,351.34213794519803,991.0822074545384,1911.771104998476
280,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙPS Fｸﾞﾘ-ﾝｶｴｿﾞｳ,68.06060606060606,169.65139631136628,508.2714099743603,3622.0907004834803
281,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｼﾜｽﾂｷﾘｿﾌﾗﾝｶｴ,83.86567164179104,86.35250088891077,271.26997588627154,427.47273693160076
282,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁJｶｴｿﾞｳﾘﾖｳ,174.39795918367346,296.88470947059847,919.6240075879383,17519.765407864496
283,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞﾄｸﾀﾞｲ,320.54901960784315,401.13964220582795,1039.2790848030143,2031.5598899205577
284,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴ,1123.9318181818182,379.20936094613415,1795.7933637429387,1736.7981955597234
285,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCﾎﾝﾀｲｵﾀﾒｼ,90.33333333333333,108.13648782903947,357.8608604734709,793.2808911055449
286,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴﾄｸﾀﾞｲ,147.83333333333334,203.8708501218646,581.0692582566323,2147.2400921022777
287,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏｶｴｿﾞｳ,101.78787878787878,185.71090147791244,542.9618217819898,3249.412803957971
288,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴｿﾞｳ,444.9230769230769,505.6538437672546,1404.2698413612698,8632.75743204104
289,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDﾎﾝﾀｲｵﾀﾒｼ,161.86,295.85165960290954,773.5810050114677,4176.70749278666
290,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ,102.87234042553192,206.3704580540703,554.2974295480815,2375.941087652693
291,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴﾄｸﾀﾞｲ,476.9555555555556,359.51324135151225,1129.9680926744397,2015.5166656117221
292,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴｿﾞｳ,206.02564102564102,264.55687749612434,814.765322227579,6740.482888398758
293,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ,22.041666666666668,31.488409415787135,65.29146442493749,62.10799501713028
294,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Fｸﾞﾘ-ﾝ ｶｴｿﾞｳ,263.7692307692308,320.46811661253014,817.7446120687943,1334.739782794553
295,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ,261.70873786407765,502.9625104157223,1357.3156578277976,32422.100302174065
296,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ ｶｴ,2226.873786407767,989.7988870751121,3995.6469167483674,19130.83440125262
297,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ,104.375,123.1015192536355,374.46797343516556,937.7788344446593
298,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Wﾊ-ﾌﾞ,113.17391304347827,302.4780840066728,767.5279294322658,4826.5991879658595
299,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁDｶｴｿﾞｳﾘﾖｳ,185.1578947368421,353.0106630053669,930.2883553623637,6873.630263300589
300,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ,55.54761904761905,102.22314242798123,403.01734849823265,2698.940571521372
301,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ ｶｴ,83.84615384615384,132.42850030226762,357.0335793448957,724.7266650631749
302,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴ,1598.0232558139535,631.451445494995,2728.1327853251387,4601.879087688315
303,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ,111.67961165048544,392.34604108208976,981.5424794359333,16939.426067673918
304,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾁｴﾘ-,50.0,75.96841448918096,204.2059505738153,245.8699921563772
305,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ,92.48275862068965,350.4364010928462,877.3208870905522,12043.749084607853
306,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁAｶｴｿﾞｳﾘﾖｳ,28.47826086956522,65.1755711326243,289.3753532383954,1363.689863334203
307,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ,116.42857142857143,159.48406398968723,462.2851770115552,1321.1849064108665
308,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ ｶｴ,585.8888888888889,260.7078348715257,1067.3245386491287,1188.1693187161666
309,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｱﾆ- ｶｴ,380.6170212765957,306.09167092282274,876.1171671881395,879.0323429541324
310,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴﾄｸﾀﾞｲ,308.20454545454544,172.40158359298786,657.3667583829762,928.4886414107573
311,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEｻﾎﾞﾝ ｶｴ,73.54054054054055,82.59627197485456,244.96016707682827,326.98598279063674
312,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ﾌﾛ-ﾗﾙｱﾛﾏ,175.82978723404256,170.52659095832175,520.6851400930512,1191.5398454914318
313,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁPﾎﾝﾀｲｵﾀﾒｼ,153.66666666666666,180.06596013683432,543.3982342257763,1536.8824985842384
314,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ ｶｴ,718.0582524271845,538.0534783764477,1605.6098250816628,1697.4898484067544
315,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ SPｳﾞｱｶﾝｽ,27.90909090909091,47.861162847249226,136.8558096070521,189.57508379041735
316,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁCｶｴｿﾞｳﾘﾖｳ,117.72727272727273,106.8392164975866,362.2903466149573,606.4799371170592
317,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMｶｴｿﾞｳﾘﾖｳ,79.96052631578948,159.92335170653672,532.2160121871307,4373.080908171817
318,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ LEｻﾎﾞﾝ,44.6875,167.55594876858873,455.73294880150485,2723.069554776755
319,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁSPﾐﾝﾄ,48.8,86.16624758118589,227.81025295340115,351.80091616228435
320,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ BRﾛ-ｽﾞｱﾛﾏ ｶｴ,28.291666666666668,35.664474062362494,106.65810442512043,104.87033154711654
321,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝPS Wﾊ-ﾌﾞ ｶｴ,1140.0,449.3053553270664,1941.1381029563258,2624.339388070724
322,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ﾌﾝﾜﾘｿﾌﾗﾝ,6.631067961165049,10.459998773349515,42.239643714969525,45.84980682545517
323,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾀﾞｲｱﾅ,85.16923076923077,137.29331844070757,466.44879508528714,2508.4736309283767
324,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ PS Fｸﾞﾘ-ﾝ,163.14,421.10883803286265,1134.091360532001,32158.485243283085
325,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｸｲ-ﾝｽﾞｼﾙｸ LXﾌﾞ-ｹｱﾛﾏ,25.541666666666668,37.21614792891207,77.21652186048311,71.283920975816
326,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｸﾘｽﾃｲ-ﾇ,105.16666666666667,220.1863515565048,561.0879022904547,2118.0049558932014
327,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｶｵﾘｿﾌﾗﾝ ｱﾛﾏｿ-ﾌﾟ ｶｴﾄｸﾀﾞｲ,485.16279069767444,364.06690451544085,1155.9998498148182,2053.049566823884
328,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁMﾎﾝﾀｲｵﾀﾒｼ,95.45238095238095,232.6277464294122,548.3677958942444,1634.9707525669035
329,ｻｶｲ ﾘﾕｳﾂｳｾﾝﾀ-,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｿﾌｲｱ,135.77777777777777,224.7355453849638,615.3977276629674,2706.265696131179
330,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ｱﾛﾏｿ-ﾌﾟ ｶｴ,1.9074074074074074,9.989180030410104,48.19926556869522,57.146631341903095
331,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝAﾅﾁﾕﾗﾙ ﾌﾛ-ﾗﾙｱﾛﾏ ｶｴ,0.5,2.5495097567963922,7.736791098714053,8.53947462383633
332,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ ｶｴ,3.0,12.723431702403023,41.88986230896497,47.86971326954139
333,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ,0.2857142857142857,1.511857892036909,4.266924252019633,4.57888356615242
334,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｼﾞﾕﾘｴﾂﾄ ｶｴ,2.5714285714285716,11.036735197037382,33.303919424318025,37.500199825338605
335,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ｽｶ-ﾚﾂﾄ,0.7142857142857143,3.779644730092272,11.07506618560463,12.136232861141588
336,ｲﾊﾞﾗｷ ﾖｳｹﾝﾋﾟﾝ ｿｳｺ,ｿﾌﾗﾝｱﾛﾏﾘﾂﾁ ﾏﾘｱ,1.0,5.291502622129181,15.763045993179793,17.72702007697089
